output,parameter,increment,steps,fd,oti,rel_error,plateau_spread,weighted_fd,float32_floor_rel,weighted_error
e1_ip1_S11,q,18,0.01/0.005,-4.499162946428572,-4.497709503032327,0.0003230475120707728,3.028100775196618e-05,0.1455593682025243,8.189736670532892e-05,4.702259175641903e-05
e1_ip1_S11,q,19,0.01/0.005,-4.671369280133929,-4.670121193112811,0.00026717798278666597,5.832944470374074e-05,0.14903542938312075,7.998721515025372e-05,3.981898538632681e-05
e1_ip1_S11,q,20,0.01/0.005,-4.836218697684152,-4.8349269416138405,0.0002671004251585985,0.0,0.15224438015033157,7.830127419683388e-05,4.066453866616085e-05
e1_ip1_S11,q,21,0.01/0.005,-4.996708461216518,-4.9947820981878275,0.00038552640075818203,0.0,0.15528887855398602,7.676614749287295e-05,5.986796242669267e-05
e1_ip1_S11,q,22,0.01/0.005,-5.151203700474331,-5.149363929949165,0.00035715351831192563,2.6448029621817807e-05,0.15811947475729854,7.539190838684389e-05,5.647292672320289e-05
e1_ip1_S11,q,23,0.01/0.005,-5.30106680733817,-5.298520846843833,0.00048027323308067865,0.0,0.16078650593360472,7.414135213561244e-05,7.722145504047806e-05
e1_ip1_S11,q,24,0.01/0.005,-5.444662911551339,-5.4421335170296,0.0004645640258781473,0.0,0.16324295170248707,7.302568858718147e-05,7.583680283913934e-05
e1_ip1_S11,q,25,0.01/0.005,-5.5836268833705365,-5.581113263828214,0.00045017684648825015,0.0,0.16554488437870907,7.201025268655955e-05,7.452447400186923e-05
root_mises,q,1,0.02/0.01,0.0,1.2914683900413174e-19,1.291468390041324e+281,0.0,8.848872585925759e-302,6.735846199231364e+295,1.1428039232226345e-20
root_mises,q,2,0.01/0.005,1.4294597251916588e-09,8.919067087638304e-07,4580.364406806103,0.5,6.334812045139296e-11,188181.25731488844,2.9015747615362605e-07
root_mises,q,3,0.02/0.01,0.20223458400917393,0.20249742286947242,0.0034471728764018956,0.00040742414899306564,0.007003663502150584,0.0008510495222548612,2.4142838860059405e-05
root_mises,q,4,0.02/0.01,0.7824732125032747,0.7770544959295441,0.009915268920425217,0.0001656963887654033,0.024563261961238064,0.00024265769289701607,0.00024355134790852672
root_mises,q,5,0.02/0.01,1.5566482125561572,1.5604696140921432,0.0069076208059299,7.463584111617688e-05,0.04645966745446472,0.00012829330910258738,0.00032092576554504474
root_mises,q,6,0.02/0.01,2.389276386116635,2.3917940894986005,0.0030278094249949214,4.284369675702343e-05,0.06914605323103651,8.620108016322301e-05,0.0002093610716741329
root_mises,q,7,0.02/0.01,3.0464461901623507,3.044585208624557,0.003453313580679778,4.780633962141584e-05,0.08587036014015653,6.941236146920155e-05,0.000296537280849866
root_mises,q,8,0.02/0.01,3.6268421112750007,3.6227491539563053,0.003395905051681318,3.2188654848476223e-05,0.09964838706552771,5.981496191824485e-05,0.00033839646102772086
root_mises,q,9,0.02/0.01,4.176645446284155,4.17344046965509,0.0030274485192386927,2.6202069849706566e-05,0.11200028383200504,5.321829796859683e-05,0.00033907509344151694
root_mises,q,10,0.02/0.01,4.69926731185336,4.698530443676026,0.004787655985424758,3.487310530732964e-05,0.12319142842860221,4.8383759759661814e-05,0.0005897981796692232
root_mises,q,11,0.02/0.01,5.184428261212761,5.1844153332478715,0.0023437369475977797,2.2098064985752888e-05,0.1330500707175016,4.4798656967230116e-05,0.0003118343666211059
root_mises,q,12,0.02/0.01,5.641439968655452,5.642281954651638,0.002448413033487766,1.9540193414276476e-05,0.14190745372623872,4.2002476409996856e-05,0.00034744805925238494
root_mises,q,13,0.02/0.01,6.076164721442266,6.077563902840183,0.002363702930159765,2.015587926999322e-05,0.14998898350108278,3.97393484401875e-05,0.00035452939979319396
root_mises,q,14,0.02/0.01,6.492821053948107,6.495404813000547,0.00201520319148823,2.3214372193150305e-05,0.15745038088117022,3.7856145181620745e-05,0.00031729451005277164
root_mises,q,15,0.01/0.005,6.889481911282454,6.892569674947715,0.0021071602257938167,2.6178723635289378e-05,0.16427769606138545,7.256571793302753e-05,0.00034615942712559695
root_mises,q,16,0.01/0.005,7.2663722425976935,7.270025531426146,0.002168530790520962,3.323746523414573e-05,0.17050080072842377,6.991714352160702e-05,0.00036973623618806586
root_mises,q,17,0.01/0.005,7.628742567280967,7.633464898716729,0.002155413138838356,3.6514956531529625e-05,0.17627947224994034,6.762516816578546e-05,0.00037995509059501274
root_mises,q,18,0.01/0.005,7.9780601700970735,7.982969163151586,0.0020132592064682473,2.4414361594034e-05,0.1816662615573729,6.56199387430743e-05,0.00036574127358504963
root_mises,q,19,0.01/0.005,8.312265694409556,8.31743916824532,0.0017379520472144165,2.72249301112912e-05,0.18662799736694452,6.387535162604471e-05,0.00032435051009140797
root_mises,q,20,0.01/0.005,8.63458408534815,8.639802495333946,0.00140676349499172,3.396155931874925e-05,0.19126463580749012,6.23268849714417e-05,0.00026906410753686327
root_mises,q,21,0.01/0.005,8.947460644764911,8.953519915293933,0.0014855770083277793,2.2937269403003687e-05,0.19563087255820089,6.09358267393691e-05,0.00029062472639156513
root_mises,q,22,0.01/0.005,9.25163392733148,9.25815787443285,0.0015278579398307626,3.373636623177173e-05,0.19976102494027434,5.967595009408022e-05,0.0003052064680237291
root_mises,q,23,0.01/0.005,9.546368689640873,9.553481169990047,0.0015057527770815128,2.8864066971973255e-05,0.2036355448427366,5.854051150197971e-05,0.0003066247871594576
root_mises,q,24,0.01/0.005,9.832157055270281,9.839435959835688,0.001371540707283415,3.0393717102213604e-05,0.20728486603317198,5.750988571047154e-05,0.00028429963176828467
root_mises,q,25,0.01/0.005,10.11032739019007,10.11746996330015,0.0012265573692103928,2.7926664531580652e-05,0.21074061369087235,5.6566832307722593e-05,0.00025848545271446013
tip_RF2,gd0,1,0.02/0.01,0.0,2.6596732568199586e-07,2.6596732568199585e+293,0.0,7.890282354577286e-305,7.554184007219078e+298,2.098557296722762e-11
tip_RF2,gd0,2,0.02/0.01,1.0892748832702637,1.108828539202469,0.01795107574086407,0.006839945280437756,4.2975305479406244e-05,0.13869510434068505,7.714529636475921e-07
tip_RF2,gd0,3,0.02/0.01,396.1443901062011,397.20715353881076,0.0026827678471597937,9.027715085311909e-05,0.010696974677894024,0.0005572103007644526,2.8697499727736578e-05
tip_RF2,gd0,4,0.01/0.005,1263.5529041290283,1265.1076734556657,0.001230474261549878,1.8868903575185505e-05,0.028676327304591916,0.00041570626630312024,3.528548266408034e-05
tip_RF2,gd0,5,0.01/0.005,1766.7293548583982,1766.9489675323737,0.00012430464992928335,2.5302960783784518e-05,0.037051560636426874,0.0003217389159947606,4.605681274244657e-06
