output,parameter,increment,steps,fd,oti,rel_error,plateau_spread,weighted_fd,float32_floor_rel,weighted_error
e1_ip1_S11,nu,35,2e-3/1e-3,-5.086263020833334,-5.085532296349697,0.000143666279278812,0.0,0.005031009127860481,0.011847453117370605,7.227863624174562e-07
e1_ip1_S11,nu,36,5e-3/2e-3,-5.111694335937501,-5.094853968647385,0.0032944785394777064,0.0029850746268658447,0.005036866858318199,0.005916837436049731,1.6593849770935803e-05
e1_ip1_S11,nu,37,2e-3/1e-3,-5.086263020833334,-5.080455712839239,0.001141763210103032,0.0,0.0049930860737137294,0.011937435865402222,5.700921983844132e-06
e1_ip1_S11,nu,38,5e-3/2e-3,-5.035400390625,-5.054835243279285,0.003859643950155287,0.004040404040403981,0.004924991386239813,0.006051243555666221,1.9008713208467394e-05
e1_ip1_S11,nu,39,2e-3/1e-3,-5.035400390625,-5.033824341033778,0.0003129938970009486,0.0,0.004907076817660559,0.012146670408923217,1.5358850960425915e-06
e1_ip1_S11,nu,40,5e-3/2e-3,-5.035400390625,-5.0325769386786305,0.0005607204447189967,0.0,0.004889571738709978,0.0060950782563951285,2.741682839814897e-06
root_mises,nu,1,5e-3/2e-3,-26.93113295931878,-26.93053261341425,6.46108263479283e-05,7.418122844181839e-05,0.22154826568806626,0.0001345184187975371,1.4314416522056331e-05
root_mises,nu,2,5e-3/2e-3,-53.86226591863756,-53.86106522682854,6.461082635137468e-05,7.418122844181839e-05,0.22154826568806626,0.0001345184187975371,1.4314416522819869e-05
root_mises,nu,3,5e-3/2e-3,-80.79176668658761,-80.79159984672393,5.842186661714178e-05,6.623802964548347e-05,0.2215437815122623,0.0001345211415290651,1.294300125336659e-05
root_mises,nu,4,5e-3/2e-3,-107.72453183727512,-107.7221304536571,6.461082635043475e-05,7.418122844181839e-05,0.22154826568806626,0.0001345184187975371,1.431441652261163e-05
root_mises,nu,5,5e-3/2e-3,-134.65730060489753,-134.65266106059022,7.989846898099885e-05,9.656802729383713e-05,0.22155095257192345,0.0001345167874104283,1.7701581911778572e-05
root_mises,nu,6,5e-3/2e-3,-161.58353337317521,-161.58319969344777,5.84218666147672e-05,6.623802964548347e-05,0.2215437815122623,0.0001345211415290651,1.2943001252840516e-05
root_mises,nu,7,5e-3/2e-3,-188.61290034237757,-188.61321089099928,0.00010039582691881443,0.00013299912316668523,0.22628903697103273,0.00013170024843718042,2.2718474989369002e-05
root_mises,nu,8,5e-3/2e-3,-220.7398230469456,-220.74496790046874,4.9813946358195075e-05,8.963495646778586e-05,0.26434575628828966,0.00011273993124063457,1.3168105323761368e-05
root_mises,nu,9,5e-3/2e-3,-241.35189429555246,-241.35263514790068,7.79550728502389e-05,5.963688531278166e-05,0.2882514357655521,0.00010339002235511807,2.2470661674289575e-05
root_mises,nu,10,5e-3/2e-3,-265.8977409077087,-265.88654326001335,6.283568236327616e-05,5.7155724885141344e-05,0.31672159787760346,9.409627441704298e-05,1.9901417721826372e-05
root_mises,nu,11,5e-3/2e-3,-293.10798915884584,-293.1125286136464,5.7138335117313843e-05,6.921820618136427e-05,0.34813756487848113,8.560501765472491e-05,1.9892000848952245e-05
root_mises,nu,12,5e-3/2e-3,-308.33663618118123,-308.34648915794975,6.881062586452369e-05,6.903760799408983e-05,0.3650792322491804,8.163247798043496e-05,2.51213304612059e-05
root_mises,nu,13,5e-3/2e-3,-308.1988324998264,-308.19138936876027,6.325780946816094e-05,6.709451170520516e-05,0.36368945567599004,8.194442242572499e-05,2.300619829273094e-05
root_mises,nu,14,5e-3/2e-3,-332.525495990268,-332.5216530030935,6.127951341375058e-05,7.38140467501248e-05,0.3909944237463093,7.622186040952873e-05,2.395994803466364e-05
root_mises,nu,15,5e-3/2e-3,-355.2124860351095,-355.2176200398509,6.118362296996808e-05,7.41632269596449e-05,0.41610776863835064,7.16216437996793e-05,2.545898083124355e-05
root_mises,nu,16,5e-3/2e-3,-363.1774349020608,-363.1727000126678,5.4088565972952045e-05,6.426180520516742e-05,0.4237781864875444,7.032528652479676e-05,2.292155439772952e-05
root_mises,nu,17,5e-3/2e-3,-370.11169942109257,-370.10079334095565,5.9411809642597714e-05,6.641291517187906e-05,0.43015351222805664,6.928299209584244e-05,2.5556198585588126e-05
root_mises,nu,18,5e-3/2e-3,-380.88953548677773,-380.90184352655285,5.603875801082634e-05,6.517880440003416e-05,0.4408901039211361,6.759580703364162e-05,2.4706933843004624e-05
root_mises,nu,19,5e-3/2e-3,-393.0560411528935,-393.0630638339187,4.9818999941371204e-05,5.279780633080003e-05,0.45308559071025994,6.577636322747982e-05,2.2572271017030578e-05
root_mises,nu,20,5e-3/2e-3,-392.5884360767166,-392.5792519055894,5.3529735587234674e-05,6.438785996066064e-05,0.45066953079202904,6.612899331206002e-05,2.412422082052043e-05
root_mises,nu,21,5e-3/2e-3,-396.19010051050435,-396.2058444216492,5.151754264971666e-05,5.4586587313896723e-05,0.45288664513438587,6.580525769059058e-05,2.333160705619782e-05
root_mises,nu,22,5e-3/2e-3,-401.51551990012047,-401.52295619196894,4.643551977771217e-05,4.934966926595727e-05,0.45703614324129443,6.520780211459344e-05,2.122271086861042e-05
root_mises,nu,23,5e-3/2e-3,-401.3800033265606,-401.3824905327223,5.126670551064899e-05,4.999976988152569e-05,0.4549656461482558,6.55045554318268e-05,2.3324589798544767e-05
root_mises,nu,24,5e-3/2e-3,-427.8653576121864,-427.8638528499685,5.036164596711345e-05,7.14020979837083e-05,0.4829507454194584,6.170882366443192e-05,2.4322194460368305e-05
root_mises,nu,25,5e-3/2e-3,-427.7148815369714,-427.70887727402675,5.3099285683043093e-05,5.850706653368733e-05,0.4807478564727114,6.199158662163889e-05,2.55273677723551e-05
root_mises,nu,26,5e-3/2e-3,-426.7967579898861,-426.7921115794903,4.996301732020099e-05,4.718383274311315e-05,0.47772420814319344,6.238394847841235e-05,2.3868542885737676e-05
